ID,EGO_COUNTRY,EGO_CITATIONS,EGO_PAPERS,EGO_COAUTHORS
56236886700,Russian Federation,42185,875,3009
35227178400,Italy,45833,968,17888
56566239800,Italy,41425,890,16614
54797559300,Italy,42287,951,15445
37036023500,Italy,60817,1436,21883
10044736900,Italy,47930,1040,17320
35227052100,Italy,77456,1687,21270
6603119897,Italy,42117,919,16704
6506398488,Italy,41451,884,16563
7102168325,Italy,44351,1426,2503
57191950070,Italy,42364,999,16398
7003373854,Italy,42442,955,16172
7103354697,Italy,43609,709,10245
7101800587,Italy,100,5,12
57042379100,Italy,45145,992,18624
35226927000,Italy,37908,849,4947
25940940600,Italy,56215,1124,19478
7003663342,Italy,56354,1325,19985
7005281007,Italy,53044,1168,19115
22136063900,Italy,44125,1015,16098
35227850200,Italy,54641,1236,17809
8791870700,Italy,51972,1118,18825
9744960600,Italy,41567,883,16074
36039531600,Italy,39302,802,9435
35227306900,Italy,50569,861,16021
57202557625,Italy,44028,1012,15938
55667348900,Italy,53447,1308,20256
25025562700,Italy,53335,955,16504
56967736500,Italy,52961,1412,15419
57042385500,Italy,52968,977,16855
37092789400,Italy,46994,1204,17805
56448239800,Italy,54568,1161,19273
16473849600,Italy,43017,1135,16995
56651889700,Italy,42758,859,14844
6701827788,Italy,42851,909,16206
7004878163,Italy,43410,941,16804
7006603224,Italy,52974,969,16758
56448159500,Italy,52143,1186,19701
55411959900,Italy,55871,1201,19387
35227622600,Italy,73470,1740,21810
36148321100,Italy,70104,1665,21308
6701744508,Italy,45706,910,16371
35226934500,Italy,48236,1269,10137
7006944872,Italy,56529,1249,19485
7102422627,Italy,55016,1232,19269
35277534000,United States,50355,1329,20636
34869079000,Italy,51373,1050,17195
22938714100,Italy,40644,874,16425
6701308547,Italy,41495,877,15953
7203060975,Italy,44186,974,16372
35227713900,Italy,77084,1122,8060
7004087284,Italy,52508,1210,19268
35314826300,Italy,55235,1045,17879
7006820740,Italy,54775,1185,19496
55708452100,Italy,43957,919,15500
36170321000,Italy,54092,1249,19424
7003919278,Italy,52927,1202,19525
6603914923,Italy,43973,824,15365
7003833584,Italy,43940,1021,16326
7003676102,Italy,43944,1002,16479
35227146300,Italy,53416,1221,18333
7201774556,Italy,113997,1117,2958
7003406205,Italy,43137,963,16026
35227891800,Italy,51228,1020,17919
35226935900,Italy,73530,1479,21785
7007185851,Italy,40072,865,13929
35227045400,Italy,38959,874,11266
35227609900,Italy,41449,1086,8274
35376789100,Italy,34649,741,3115
6603972649,Italy,42209,765,14689
35227664800,Italy,50918,1148,19399
56889137700,Italy,49179,1005,8079
8859589200,Italy,54485,1214,19228
56870887100,Italy,53554,1213,19719
7202821559,Italy,35834,934,3909
35278220700,Italy,32250,463,10240
35227687400,Italy,54932,1206,19570
56466188600,Italy,113601,1295,5389
56439065300,Italy,55080,1185,17741
35221177400,Italy,52947,1074,17472
8935758600,Italy,42177,889,15997
35227145000,Italy,50993,787,15560
56029882700,Italy,52522,1053,17099
56283456000,Italy,41837,885,15009
35227025500,Italy,40373,1002,13958
35313391900,Italy,53660,1105,17827
35227259500,Italy,50895,1078,17419
6507798874,Italy,51890,912,16525
7005041971,Italy,53701,1214,19924
35227524200,Italy,50679,894,17314
57193657262,Italy,41848,758,14718
35226988800,Italy,53811,1100,18392
56808317900,Italy,51486,828,15524
35227851000,Italy,53131,1182,19934
24486670500,Italy,42238,760,14780
35315141700,Italy,53332,1106,19051
35231140700,Italy,38652,890,4428
35315017000,Italy,53808,1118,18347
38762508700,Italy,52998,1126,18612
35227061700,Italy,52314,1094,17653
7005129581,Italy,53660,1041,16940
35227028900,United States,50394,961,16034
56321805400,Italy,77582,1722,24086
7006077607,Italy,47323,957,5845
56978617500,Italy,52946,1404,23541
7003904703,Italy,50900,1162,19552
55538168200,Italy,57777,1144,18784
8083003800,Italy,46435,740,12926
56448205100,Italy,55726,1263,18947
7004434552,Italy,44986,957,16555
7102282953,Italy,37255,889,10057
24397155800,Italy,49989,996,17453
55143479900,Italy,42884,918,15555
35227173600,Italy,53897,964,17092
56448212300,Italy,49833,1093,16636
6603666346,Italy,41691,896,15660
35227857400,Italy,52268,1099,17935
35274580000,Italy,54891,1184,16616
7102779344,Italy,51320,1144,20689
35314113500,Italy,56067,1227,19231
7103341176,Italy,44150,1065,16985
7103293037,Italy,55179,1022,8144
35352109900,Italy,37231,953,7959
7006360645,Italy,50106,1134,19037
24375945000,Italy,46919,824,16486
10045464600,Italy,47716,786,15218
35395245000,Italy,36660,1218,2475
36044968500,Italy,22715,583,7848
7003650137,Italy,44964,964,15715
55138747600,Italy,45032,1037,15958
35315083400,Italy,50260,1110,19090
35313678000,Italy,40446,868,16681
7004443747,Italy,50466,1158,18915
15738032200,Italy,49469,1086,19304
35095999100,Italy,76036,1109,18716
35221100800,United States,37923,855,15209
7101707295,Italy,55975,1211,19265
7102904152,Italy,63418,1574,2331
35227037600,Italy,55950,1349,20136
35227984000,Italy,35822,799,8476
6602154453,Italy,42261,909,16569
35227072700,Italy,56579,1204,21059
7004689268,Italy,50844,1118,16239
55324070900,Italy,68062,1339,19999
55238098100,Italy,51727,1187,18940
7005895860,Italy,47937,769,16045
35285610600,Italy,44238,1011,17185
55663198300,United Kingdom,36432,1352,1667
7006272136,Italy,55110,1133,18783
35228077300,Italy,55160,1141,19146
35227846600,Italy,64769,1193,8535
6602823070,Italy,41620,903,16054
7005921706,Italy,42698,827,14532
56025381300,Italy,68681,1462,20253
35226954200,Italy,52087,1181,19320
7006321472,Italy,54564,1133,18074
55290965700,Switzerland,36592,1025,17246
35228024100,Italy,51438,1065,18881
7003476119,Switzerland,43054,950,15819
35227042600,Italy,51594,1145,18756
35228205600,Italy,54557,973,16955
56439130600,Italy,41543,979,15759
35351713000,Italy,37025,843,11117
35227987800,Italy,55265,1024,17573
35278420800,Italy,42474,851,16059
6701814067,Italy,43880,916,16657
56243019300,Italy,44342,1072,16849
35226969700,Italy,51388,1167,19087
7006317965,Italy,51511,1153,19362
7003560254,Italy,45003,964,18011
34767905500,Italy,66442,1498,21323
7004393676,Italy,43961,990,17768
35226940800,Italy,56657,1349,17641
7006326115,Italy,49159,835,14624
7006985177,Italy,50067,1138,18738
22835662400,Italy,44594,925,15684
7006073820,Italy,44373,856,15792
55800249300,Netherlands,62749,894,7568
35495729400,Netherlands,65233,784,1903
35227180100,Netherlands,68138,1132,19974
36945689200,France,77799,1651,20547
7004670219,Netherlands,40806,712,4452
7007073571,Netherlands,70762,964,2839
7102358027,Netherlands,62124,841,3144
35380236300,Netherlands,67044,781,1669
35479256700,Netherlands,74650,1200,1480
35378012400,Netherlands,65657,1116,8909
7102989379,United Kingdom,68734,1022,2688
35378641700,Netherlands,40448,821,5856
7202419956,Netherlands,62049,747,1025
35396896000,Netherlands,37714,1205,771
35227603400,Netherlands,44531,793,17016
57202638098,Netherlands,68057,1004,3266
35428581800,Netherlands,58507,867,3959
7007083597,Netherlands,40501,866,1358
7004004350,Netherlands,41719,741,16495
35227177200,Netherlands,65493,1500,21375
36831790800,Netherlands,36920,1028,1211
35395980800,Netherlands,41651,702,1994
56254215400,'affiliation-country'
7005473334,Netherlands,70693,613,5450
56880484900,Netherlands,52795,1181,19556
35227002300,Netherlands,46672,838,16090
36041769200,Netherlands,55397,862,2241
35227847000,Netherlands,42743,1052,8754
35286248900,Netherlands,47985,991,19008
7201772732,Netherlands,42115,979,2762
36076881700,Netherlands,101956,1225,5345
7202597250,Netherlands,48684,1060,19043
56720467600,Netherlands,51519,767,3244
36037246700,Netherlands,95476,925,9339
36043688000,Netherlands,50232,1523,2563
35227169400,Netherlands,56618,1137,21530
7103016042,Netherlands,52761,1220,1417
35966168300,Netherlands,44762,1070,1316
35231615000,Netherlands,94077,1039,12755
7005836769,Netherlands,45797,792,13244
7004463801,Netherlands,47279,759,993
35227596300,Netherlands,51744,1098,20038
35227950900,Netherlands,46681,922,10609
16197605000,Netherlands,164,17,117
35228090900,Netherlands,49327,994,17497
36051195700,Netherlands,53993,960,3058
35513908800,Netherlands,52548,834,830
35227357700,Netherlands,57454,1272,18605
35432055700,Netherlands,47835,1002,5432
35467605800,Netherlands,50552,926,943
8644855800,Germany,50202,991,20672
35227042300,Netherlands,47794,989,16895
35227844500,Netherlands,51116,1079,16515
55660206600,Netherlands,42664,836,3356
7006676202,Netherlands,69006,703,888
26640178500,Netherlands,37296,867,3708
13402610900,Netherlands,48810,1039,2382
36044888200,Netherlands,80150,898,8964
7006325076,Netherlands,48217,1049,19448
7102793088,United Kingdom,44674,762,6153
35275021100,Netherlands,41065,733,14743
35227000800,Netherlands,54310,1192,19739
35227277100,Netherlands,46817,1022,16391
7004005739,Netherlands,42300,933,18077
36048731400,Belgium,320,4,499
35313719600,Poland,47077,935,18027
6505572367,Poland,48946,1013,18504
56978897300,Poland,45567,978,16562
8696484100,Poland,41445,887,16502
9844001300,Poland,46911,966,16210
7004268094,Poland,45070,840,16296
7005909244,Poland,53177,1177,19716
35313369100,Poland,45366,983,16602
7006067236,Poland,49269,1108,19799
8791859100,Poland,34771,610,14582
35351557000,Poland,43942,996,17723
35227743700,Poland,50835,1087,22477
7004488367,Poland,47882,921,16154
8928458700,Poland,41518,887,16422
7003443189,Poland,55569,1172,18977
8790525200,Poland,54472,1249,19943
35285428600,Poland,45514,950,18130
57202557646,Poland,51453,1146,17734
36859940500,Poland,39272,1012,13927
35227810800,Poland,41361,855,16208
8791919400,Poland,47097,1013,17998
57202556475,Poland,45592,1059,14954
55340891400,Poland,50236,989,16670
35227504400,Poland,37990,1010,11462
7004203989,Poland,42428,909,14083
57203231925,Portugal,46956,848,16070
35227354100,Portugal,50575,1115,18304
35227493600,Portugal,49692,1038,17764
7102509151,Portugal,40221,748,18643
35221476200,Portugal,43796,997,17700
35555531700,Portugal,50959,922,20322
35286091100,Portugal,45205,922,17944
35228040900,Brazil,9138,205,11088
56438762600,Portugal,40847,780,15454
35226943200,Portugal,49430,1032,18001
56997681700,Portugal,68225,1356,18260
35231590700,Slovakia,41283,866,16138
35228145300,Slovakia,55402,1268,18092
34568529500,Slovakia,64935,1289,16849
35227020800,Slovakia,54192,1061,17144
11039653200,Slovenia,43182,1008,16848
13002919700,Slovenia,44895,1021,16952
6603914023,Slovenia,42869,974,20391
8791901800,Slovenia,46781,1139,18213
10041449300,Spain,50263,1075,19447
56520493200,Spain,51936,1085,18499
35227638800,Spain,38467,693,14661
7003849404,Spain,43773,985,19206
7202282304,Spain,39548,706,652
7101848031,Spain,53979,1264,20098
35227667600,Spain,53549,1192,19902
25942632800,Spain,52720,1072,17237
35227864300,Spain,51859,977,13323
35227905200,Spain,51185,1163,20332
7102679861,Spain,54985,1240,20338
7202318774,Spain,104958,1319,1139
57202557627,Spain,52389,1164,19664
8610722700,Spain,43714,917,17395
35227074900,Spain,55153,1226,20239
35277393900,Spain,52724,1158,16773
35766979100,Spain,52746,1068,16504
57190387217,Spain,41560,906,16256
35227859100,Spain,74592,1583,20019
8791937300,Spain,48717,1007,20540
7101735283,Spain,80233,724,6774
35228076600,Spain,48999,1226,16330
7003692923,Spain,44926,860,15881
7202608150,Spain,42767,1165,1549
39262155100,Spain,67120,1392,20586
35227033500,Spain,61807,1159,18009
35227637400,Spain,45220,762,15795
35227173400,Spain,57521,1140,18268
36013249500,Spain,59718,1358,1704
34570144500,Spain,42957,1115,11556
34573766600,Spain,59228,1371,20724
35227975600,Spain,61370,1424,19018
35277889400,Spain,45224,973,16601
35277021200,Spain,42362,900,16373
7005891607,Spain,58043,722,13893
35285639400,Spain,41995,840,16367
35227264800,Spain,45115,818,16797
7101740670,Sweden,42220,913,16276
7101750622,Sweden,53831,1173,21638
56808162400,Sweden,47917,971,16553
35227978100,Sweden,42690,891,15894
14025305900,France,38904,686,5479
35228030900,Sweden,42974,944,15812
6603962980,Sweden,55803,1257,19888
7101686157,Sweden,44137,918,16550
8738691400,Sweden,53183,1240,19978
7007059631,Sweden,37612,706,13426
26643471200,Sweden,40155,811,8317
6603796638,Sweden,53433,1194,21048
21634758500,Sweden,78165,774,6201
25635382400,Sweden,47114,1002,18676
7202850334,Sweden,50971,889,4824
55423086200,Sweden,64577,1267,1076
35285554700,Sweden,47252,1015,18147
7006749585,Sweden,49828,720,5674
36040844400,Sweden,65821,932,2712
35226975100,Sweden,44418,794,14951
57208073480,Sweden,44477,925,16258
8086257600,Sweden,52951,1194,19337
56243385100,Sweden,42174,893,16992
36049860600,Sweden,35151,750,793
57201075299,Sweden,50680,1132,18963
7202300001,Sweden,48453,720,7082
6602240294,Sweden,78552,990,15895
55423745000,Sweden,35844,737,1361
55156063200,Sweden,48587,883,17364
35314719200,Sweden,42922,703,13588
35227948700,Sweden,49536,1026,17093
6701659103,Sweden,43095,895,13986
56623994700,United Kingdom,77446,839,1374
24483342100,United Kingdom,41393,947,17885
34573036500,United Kingdom,109970,1889,3328
35401342800,United Kingdom,37083,774,1738
7202777700,United Kingdom,0,0,0
7004343357,United Kingdom,800,12,39
57203055289,United Kingdom,78956,1743,21012
26326667400,United Kingdom,47337,916,15499
55854740500,United Kingdom,111235,964,1670
56438842500,United Kingdom,77831,1770,22649
36049570700,United Kingdom,73058,979,10623
35227938500,United Kingdom,41277,893,15698
7006154423,United Kingdom,44968,423,4759
7406754790,United States,127341,2123,24310
14628375900,United Kingdom,40833,919,17382
35231148400,United Kingdom,40624,987,16051
7404772262,United Kingdom,105391,1706,24587
56411089100,United Kingdom,36172,746,716
36080215500,United Kingdom,147879,1006,1301
35354080500,United Kingdom,155761,1876,10605
46361101700,United Kingdom,87992,1313,18939
55763673600,United Kingdom,66694,817,848
35502091400,United Kingdom,36816,840,1056
56654329000,United Kingdom,42465,906,16342
56210513900,United Kingdom,109867,970,5819
35227897700,United Kingdom,80219,1274,22629
7409607221,United Kingdom,84173,1940,2380
7004967893,United Kingdom,186035,346,604
16471950000,United Kingdom,99959,878,10530
36042579800,United Kingdom,78288,1754,21311
35444331700,United Kingdom,43100,1206,1881
35227358700,United Kingdom,42989,1181,10447
56658033800,United Kingdom,40402,807,14962
7102720706,United Kingdom,41269,776,15307
55429522900,United Kingdom,67434,1398,1862
35227269800,United Kingdom,42050,811,14964
21234170100,Switzerland,41144,844,14937
35403292800,United Kingdom,113549,1157,7213
36045700200,United Kingdom,35300,940,1268
36041345700,United Kingdom,108975,1449,8876
7006224498,Sweden,40647,387,2920
35406239400,United Kingdom,82232,1249,4069
7201777137,United Kingdom,82337,994,3555
8403783800,United Kingdom,43369,882,16448
36037094600,Australia,76887,1423,1282
10045092200,United Kingdom,43032,882,16122
36044041500,United Kingdom,100644,1101,9446
7201795361,United Kingdom,76686,1216,2249
35227360800,United Kingdom,37390,748,12285
35351391300,United Kingdom,91864,1078,9888
36171001100,United Kingdom,42308,965,16683
10044710100,United Kingdom,42207,937,15819
7402606754,United Kingdom,36449,693,1215
6603777867,United Kingdom,41501,901,16530
56808170100,United Kingdom,42618,869,16231
57188687200,United Kingdom,47728,1178,1430
7005154151,United Kingdom,40519,903,17941
36048279900,United Kingdom,56187,1256,19162
7005790889,United Kingdom,47491,732,15818
36051280800,United Kingdom,43768,849,1861
35224063900,United Kingdom,46407,1015,16439
56439029400,United Kingdom,57316,1282,19621
7102607898,United Kingdom,56814,1254,18842
7103383475,United Kingdom,56822,1133,17713
7102910710,United Kingdom,44551,1111,13318
56450243500,United Kingdom,45383,814,2125
56224636200,United Kingdom,50179,1058,19571
10638946300,United Kingdom,45355,965,5701
7004821600,United Kingdom,55910,1172,19331
7004584169,United Kingdom,47734,786,11851
7403053729,United Kingdom,53350,847,13983
56678958000,United Kingdom,41387,638,4016
7102577657,United Kingdom,51392,1119,18512
35227424900,United Kingdom,54468,1096,17552
15841177400,United Kingdom,49967,1012,19104
7103267315,United Kingdom,49762,1047,18040
56705691500,United Kingdom,53884,1185,6002
35314835800,United Kingdom,49364,1034,18354
8048722900,United Kingdom,48473,1023,18116
8844017200,United Kingdom,48576,967,17480
7006169903,Netherlands,44082,710,4015
14633845900,United Kingdom,47379,893,19355
35227723000,United Kingdom,58584,1374,17073
34572203900,United Kingdom,46818,979,18644
57202570778,United Kingdom,78995,1156,8201
35227044300,United Kingdom,48000,1086,16814
36489311600,United Kingdom,58086,1376,20325
7004345054,United Kingdom,67887,608,9087
7006567214,United Kingdom,57510,1148,18411
7404644927,United Kingdom,48785,1055,18704
35226987200,United Kingdom,58510,1332,19747
35381186500,United Kingdom,42860,788,1171
35313283500,United Kingdom,49427,979,18749
7102452820,United Kingdom,54359,752,5339
35227089900,United Kingdom,48613,1024,17141
6603229529,United Kingdom,49492,1011,16372
57202558513,United Kingdom,51579,1072,18293
34569387400,United Kingdom,49880,1040,17081
35278894500,United Kingdom,56337,1256,19679
36039440700,United Kingdom,48493,827,4315
8789233700,United Kingdom,40469,811,15243
7201417070,United Kingdom,48081,807,1722
35228097800,United Kingdom,51185,1034,18521
35278815300,United Kingdom,53064,1177,20489
7004391239,United Kingdom,49639,868,4270
35226925100,United Kingdom,53816,1166,17822
35227962800,United Kingdom,54057,1095,17183
25937297400,United Kingdom,53031,1106,16748
35763389500,United States,58638,1228,17950
7101874441,United Kingdom,53578,1169,19044
24325496700,United Kingdom,54196,1148,17902
36040863900,United Kingdom,48108,898,2507
56275463200,United Kingdom,54079,1121,18698
35227279000,United Kingdom,54383,1148,17663
35227400700,United Kingdom,54098,1148,16511
35228088300,United Kingdom,54154,1180,18582
36038072700,United Kingdom,46820,1566,2206
36050187200,United Kingdom,48040,749,3670
6701513700,United Kingdom,55372,1091,18404
7006691891,United Kingdom,62630,554,11164
35221732700,United Kingdom,50897,1030,17633
7004822955,United Kingdom,60472,319,4491
56978809800,United Kingdom,51754,1040,18884
35476589900,United Kingdom,46772,792,1309
35227243000,United Kingdom,59645,1706,18020
57203215725,United Kingdom,2,4,3032
55687307900,United Kingdom,51907,1136,17411
35227051400,United Kingdom,51757,1153,16777
36049804800,United Kingdom,44909,802,13769
35228222300,United Kingdom,48676,917,17673
35227392400,United Kingdom,49522,751,14155
35222079700,United Kingdom,51631,1053,14920
35227270000,United Kingdom,50832,1100,16958
34869270300,United Kingdom,56506,1128,19381
7006739132,United Kingdom,55376,1204,17034
24483223100,United Kingdom,52883,916,17604
35227186000,United Kingdom,52700,1075,17309
57203031981,United Kingdom,49721,1261,13004
36041927900,Egypt,45354,1387,2605
35227292100,United Kingdom,48462,982,18850
35227626100,United States,47851,1049,17558
35227293400,United Kingdom,47265,1040,16364
7006052153,United Kingdom,41102,752,11353
25943172400,United Kingdom,45197,836,17773
6604029581,United Kingdom,44422,947,17087
7103118190,United Kingdom,65784,983,17141
7004571033,United Kingdom,67789,892,16471
55540158700,United Kingdom,39971,824,1084
12755273200,United Kingdom,45326,979,16699
36491734300,United Kingdom,45686,856,18077
55572118300,United Kingdom,45331,988,16721
25943645900,United Kingdom,45729,972,17943
57201370049,United Kingdom,43567,1045,17217
34569272800,United Kingdom,44231,792,15077
35314823600,United Kingdom,51911,1102,18619
26643205000,United States,103656,973,20821
35227618500,United Kingdom,64721,1571,20824
36037157800,United Kingdom,60632,729,1533
57191801446,United Kingdom,61971,944,6176
36041337100,United Kingdom,62451,708,3046
35227365600,United Kingdom,45194,941,17984
35228074900,United Kingdom,67571,1435,20951
6701519290,United Kingdom,44755,933,16125
35314583200,United Kingdom,43582,935,16862
35372660600,United Kingdom,63112,1091,1887
7102723796,United Kingdom,65529,689,1875
55325102700,United Kingdom,43691,912,17086
8398051000,United Kingdom,72021,1677,19619
6602510813,United Kingdom,44033,992,18129
35354875500,United Kingdom,72044,1678,22177
56672467900,United Kingdom,63370,748,1779
10639199500,United Kingdom,64666,1478,21215
57198460575,United Kingdom,61646,772,1616
6602398413,United Kingdom,44323,972,17302
26427332000,United Kingdom,44503,886,16578
6506108082,United Kingdom,44898,881,17879
35227168700,United Kingdom,44930,988,18945
8062445400,Switzerland,44315,974,16146
36077375900,United Kingdom,62741,730,1328
36040636300,United Kingdom,67289,2366,1044
56945754200,United Kingdom,45161,914,17976
35227843000,United Kingdom,41940,877,8006
35313398900,United Kingdom,43383,937,16924
35227732800,United Kingdom,45940,1021,16145
35227018400,United Kingdom,46183,873,17266
56978565500,United Kingdom,47110,1023,16364
35227613100,United Kingdom,47268,1039,16524
35227271500,United Kingdom,61474,1307,18396
35274511200,United Kingdom,60623,1316,20925
56480006900,United Kingdom,41090,903,2079
7006368713,United Kingdom,37699,644,3524
7202519228,United Kingdom,60227,1314,18797
55730111500,Germany,66846,1201,17014
10044981400,United Kingdom,46824,1033,17205
35227008200,United Kingdom,56349,990,13776
55950127500,United Kingdom,54963,1565,905
35239832600,United Kingdom,46993,1004,19256
35354020600,South Africa,58799,1211,19370
7103087478,United Kingdom,55105,1131,808
35488508900,United Kingdom,48030,1054,18588
7202190781,United Kingdom,59332,1304,19464
22133923100,United Kingdom,49408,1009,2048
35228229300,United Kingdom,61037,1269,18931
34568149500,United Kingdom,47391,961,17030
7406648031,United Kingdom,61269,1319,20878
35314764300,United Kingdom,60959,1241,20886
35227721200,Germany,55449,1167,18055
10039166400,United Kingdom,46533,998,16648
57203013829,United Kingdom,46469,1051,16577
24772244700,United Kingdom,46544,961,17576
16427686400,United Kingdom,46504,1047,18402
14824389500,United Kingdom,46405,917,16042
36039377800,United Kingdom,58147,1461,11161
35227027600,United Kingdom,63503,1372,22842
36071300500,United Kingdom,52694,575,2366
7007043802,United Kingdom,61150,953,9419
7410186688,United Kingdom,59343,911,18880
57202562039,United Kingdom,46653,1015,16466
7401802922,Germany,46144,1154,19195
7003797024,United Kingdom,40160,979,8211
12758798400,United Kingdom,45348,843,17880
7101634220,United Kingdom,41388,694,1441
35227088300,United Kingdom,46135,990,18228
35274563200,United Kingdom,62833,1364,20901
7202580243,United Kingdom,808,16,105
35226984000,United Kingdom,47428,934,18446